wave,flux,norm
3200.0,10.550678,0.14813423017459065
3200.522290617422,36.33277,0.5103028518133156
3201.0445812348444,39.10013,0.5493674995259789
3201.5668718522666,41.56698,0.5842375027532568
3202.0891624696887,42.179604,0.5930625992990989
3202.611453087111,19.955265,0.2806813007247998
3203.133743704533,23.597427,0.332031615160203
3203.6560343219553,49.851208,0.7016978101631097
3204.1783249393775,62.403152,0.8787017156589334
3204.7006155567997,63.16587,0.8897720999129402
3205.222906174222,21.0626,0.29680447952784644
3205.745196791644,-17.580496,1.0
3206.2674874090662,0.21109867,0.0029769453403824813
3206.7897780264884,45.112858,0.6364296021184417
3207.3120686439106,22.565557,0.31846490787778764
3207.834359261333,-9.707462,1.0
3208.356649878755,39.273773,0.5546915267227686
3208.878940496177,80.03136,1.1307770211206505
3209.4012311135994,68.3668,0.9663416928332401
3209.9235217310215,80.96977,1.1449271586249303
3210.4458123484437,68.408905,0.9676934906448763
3210.968102965866,-3.5240397,1.0
3211.490393583288,3.3162267,0.046947469221740395
3212.0126842007103,63.616146,0.9009648841144154
3212.5349748181325,53.467148,0.7575317084573958
3213.0572654355547,29.500513,0.4181358499526654
3213.579556052977,13.69488,0.1941873023548665
3214.101846670399,0.023586273,0.0003345780520029531
3214.624137287821,31.513756,0.4472131123194328
3215.1464279052434,67.44847,0.9575543515983462
3215.6687185226656,66.6866,0.9471256010144836
3216.1910091400878,52.083908,0.7400327717190621
3216.71329975751,19.975773,0.28394228294150115
3217.235590374932,-4.533907,1.0
3217.7578809923543,23.646765,0.3364019267893322
3218.2801716097765,39.52275,0.5624903430790333
3218.8024622271987,25.681376,0.3656520629054558
3219.324752844621,19.013777,0.27083242027441917
3219.847043462043,20.235712,0.28835927789881843
3220.3693340794653,7.658666,0.1091823440982543
3220.8916246968874,0.82075834,0.011705745395625987
3221.4139153143096,26.509275,0.378239398121327
3221.936205931732,31.93692,0.4558770379929526
3222.458496549154,5.307296,0.0757904336346236
3222.980787166576,-8.27704,1.0
3223.5030777839984,21.994438,0.3143610099600965
3224.0253684014206,18.51959,0.2648106561728464
3224.5476590188428,29.58213,0.42317735106147103
3225.069949636265,25.080133,0.3589321007636017
3225.592240253687,9.439025,0.1351449049136617
3226.1145308711093,26.562675,0.3804828066748815
3226.6368214885315,32.135674,0.4605129912510953
3227.1591121059537,41.15365,0.5900035964567939
