T,g,feh,cfe
4200.0,5.0,-1.0,0.07000000000000028
4200.0,5.0,-1.103448275862069,0.17344827586206923
4200.0,5.0,-1.206896551724138,0.2768965517241382
4200.0,5.0,-1.3103448275862069,0.38034482758620713
4200.0,5.0,-1.4137931034482758,0.4837931034482761
4200.0,5.0,-1.5172413793103448,0.587241379310345
4200.0,5.0,-1.6206896551724137,0.690689655172414
4200.0,5.0,-1.7241379310344827,0.7941379310344829
4200.0,5.0,-1.8275862068965516,0.8975862068965519
4200.0,5.0,-1.9310344827586206,1.0010344827586208
4200.0,5.0,-2.0344827586206895,1.1044827586206898
4200.0,5.0,-2.137931034482759,1.2079310344827592
4200.0,5.0,-2.2413793103448274,1.3113793103448277
4200.0,5.0,-2.344827586206897,1.414827586206897
4200.0,5.0,-2.4482758620689653,1.5182758620689656
4200.0,5.0,-2.5517241379310347,1.621724137931035
4200.0,5.0,-2.655172413793103,1.7251724137931035
4200.0,5.0,-2.7586206896551726,1.8286206896551729
4200.0,5.0,-2.862068965517241,1.9320689655172414
4200.0,5.0,-2.9655172413793105,2.035517241379311
4200.0,5.0,-3.0689655172413794,2.1389655172413797
4200.0,5.0,-3.1724137931034484,2.2424137931034487
4200.0,5.0,-3.2758620689655173,2.3458620689655176
4200.0,5.0,-3.3793103448275863,2.4493103448275866
4200.0,5.0,-3.4827586206896552,2.5527586206896555
4200.0,5.0,-3.586206896551724,2.6562068965517245
4200.0,5.0,-3.689655172413793,2.7596551724137934
4200.0,5.0,-3.793103448275862,2.8631034482758624
4200.0,5.0,-3.896551724137931,2.9665517241379313
4200.0,5.0,-4.0,3.0700000000000003
