flux,norm,wave
72274.05164503888,0.991847735349505,3000.0
64974.79892480968,0.8921619230736301,3001.0
61342.00332006287,0.842705935947864,3002.0
61383.649347949315,0.8436715875736177,3003.0
66690.9225348171,0.9170085208474299,3004.0
70760.79736608085,0.9733491207417769,3005.0
69243.6081837198,0.9528143427417478,3006.0
66317.76108187376,0.912839803972118,3007.0
66390.58331331816,0.9140938984834348,3008.0
70152.6502961824,0.966121102184053,3009.0
72940.45442945392,1.004714594767517,3010.0
73075.68756398253,1.0067405811359305,3011.0
71305.58251548499,0.9824768615061725,3012.0
70994.5071894359,0.978276130970043,3013.0
72883.91527056294,1.0043617150312079,3014.0
72846.34599216016,1.0038570528585447,3015.0
71517.25305600629,0.9855179543840563,3016.0
70153.13563986821,0.9666615617314234,3017.0
67696.73351728776,0.932723296975153,3018.0
63990.45552901415,0.8815404269481346,3019.0
58503.050618915906,0.805808252117822,3020.0
56002.867931059984,0.7712123056496027,3021.0
60051.045288706155,0.8267593848252464,3022.0
64402.37684739599,0.8864205358348921,3023.0
66080.13761126489,0.9092278991213902,3024.0
65826.59593627971,0.9054234623458011,3025.0
66100.5157116971,0.9088421075945038,3026.0
68612.05991227606,0.9429791537362203,3027.0
71203.2892634729,0.978148093835092,3028.0
72311.33472478905,0.992884713570353,3029.0
72006.85744968442,0.9881872577694281,3030.0
72290.43923661647,0.991526543965703,3031.0
73833.12724414443,1.0120875203753725,3032.0
75770.62001746599,1.037997478496207,3033.0
77639.23595507389,1.0628960216737404,3034.0
79604.90045345532,1.0890527541350425,3035.0
78037.18900265424,1.0668317358013009,3036.0
73323.26160734854,1.001629222264843,3037.0
73006.24279260839,0.9965105850905129,3038.0
76610.2486453898,1.0448438723386437,3039.0
76453.08589575162,1.0418091375350544,3040.0
73555.7492889405,1.001438966958945,3041.0
74007.1928969994,1.0066597899212886,3042.0
77693.15811028492,1.0557930614375486,3043.0
79987.65946425009,1.085907096303399,3044.0
81011.53569990744,1.0986939214931797,3045.0
80910.80359536428,1.0961832782964405,3046.0
77464.61783226814,1.0483675659159923,3047.0
74877.62093520482,1.0122379333799372,3048.0
75628.17702630912,1.0212252193536282,3049.0
75073.37081615829,1.012554023260881,3050.0
74884.93260340196,1.0088074697702676,3051.0
76453.81751210234,1.02868370853558,3052.0
73534.98087048277,0.988172818127748,3053.0
67830.18518204246,0.9103442668112453,3054.0
66565.13541826082,0.8921971593358248,3055.0
67372.9580490734,0.9018176310828705,3056.0
66273.18258052201,0.8858860623454331,3057.0
65886.73915360901,0.8794941465243006,3058.0
67864.85773611754,0.9046130645887951,3059.0
71931.60781266668,0.9574339993035053,3060.0
76314.90088207231,1.0142800786250137,3061.0
78223.60071562223,1.038088194499876,3062.0
77056.33835363113,1.0210364735731863,3063.0
74088.94810364026,0.9801925907594671,3064.0
72020.07715744952,0.9513174069662929,3065.0
68744.12751154951,0.9065885596752938,3066.0
67890.69414705607,0.893874731369485,3067.0
71929.22947321922,0.945480838675732,3068.0
77298.53300972191,1.0143521112654275,3069.0
81029.4261481899,1.0614994639304574,3070.0
79866.18794735921,1.0444532112428344,3071.0
76884.26619586068,1.003695857296197,3072.0
78091.12767273592,1.0176412488613107,3073.0
79709.54847281253,1.036863417770082,3074.0
77769.08197351653,1.0097790012034755,3075.0
77477.9563806454,1.0041434580745836,3076.0
77933.06043643253,1.0081561053022394,3077.0
76948.49520758641,0.9935390791759615,3078.0
77927.55025558929,1.0042574411155152,3079.0
79221.25174514343,1.01895618031294,3080.0
79230.87434441362,1.0170884202869688,3081.0
80038.638218811,1.0254280794476502,3082.0
80998.64682598175,1.0356558207064257,3083.0
81681.20908491832,1.0422767599544915,3084.0
81979.49916095898,1.043951981716983,3085.0
77388.19113924474,0.9834575038235578,3086.0
68402.89609540504,0.867465927739202,3087.0
64313.17942721247,0.813891401449097,3088.0
66143.06853465669,0.8352779018340326,3089.0
68582.17176227855,0.8642309299325338,3090.0
68595.59981683415,0.8625387430656173,3091.0
66204.18181811487,0.8306604601726632,3092.0
65771.01299681247,0.8234182818202924,3093.0
69853.43936625193,0.872597250026,3094.0
74186.21326449809,0.9246591026915346,3095.0
73779.79447181661,0.9175309671172347,3096.0
71728.14963908037,0.8900006429099621,3097.0
71515.38550246372,0.8853403411397096,3098.0
69833.6415104516,0.8625381704407022,3099.0
67055.14717958687,0.8263071684268998,3100.0
67946.66764263253,0.8353458964222084,3101.0
70748.04017660675,0.8677497631647171,3102.0
74654.34167252856,0.9135036959000147,3103.0
77565.55765341675,0.9468750178984491,3104.0
77717.47567714695,0.946464630048476,3105.0
77841.20086739302,0.9456942915602234,3106.0
80319.60371419301,0.9734463453512684,3107.0
84623.41541627492,1.023113998623206,3108.0
85297.97263016296,1.0287482385957603,3109.0
83066.12261656247,0.9993675978618427,3110.0
81422.54863333909,0.9771721191270203,3111.0
82277.37604933338,0.9849769874033202,3112.0
83817.68727318688,1.000909783284779,3113.0
82483.12899099359,0.9824997257939311,3114.0
84536.24929405385,1.0044142841035992,3115.0
85606.49986185729,1.0145510180322588,3116.0
79541.0059314368,0.9402649102599012,3117.0
74001.39412495094,0.872541132470695,3118.0
67849.22951284001,0.7979446122699155,3119.0
63134.179014169466,0.7405753390940747,3120.0
64898.86278128643,0.7593007744266576,3121.0
70126.0722532722,0.8183207888784817,3122.0
76641.18332333403,0.892008413410753,3123.0
78931.26969313924,0.9162499916323491,3124.0
76558.13625641582,0.8863596096477765,3125.0
76440.35629543595,0.8826543814675073,3126.0
76360.16458167699,0.8793868530129024,3127.0
