T,g,feh,cfe
4200.0,5.0,-1.0,-0.22999999999999954
4200.0,5.0,-1.103448275862069,-0.1265517241379306
4200.0,5.0,-1.206896551724138,-0.023103448275861638
4200.0,5.0,-1.3103448275862069,0.08034482758620731
4200.0,5.0,-1.4137931034482758,0.18379310344827626
4200.0,5.0,-1.5172413793103448,0.2872413793103452
4200.0,5.0,-1.6206896551724137,0.39068965517241416
4200.0,5.0,-1.7241379310344827,0.4941379310344831
4200.0,5.0,-1.8275862068965516,0.5975862068965521
4200.0,5.0,-1.9310344827586206,0.701034482758621
4200.0,5.0,-2.0344827586206895,0.80448275862069
4200.0,5.0,-2.137931034482759,0.9079310344827594
4200.0,5.0,-2.2413793103448274,1.0113793103448279
4200.0,5.0,-2.344827586206897,1.1148275862068973
4200.0,5.0,-2.4482758620689653,1.2182758620689658
4200.0,5.0,-2.5517241379310347,1.3217241379310352
4200.0,5.0,-2.655172413793103,1.4251724137931037
4200.0,5.0,-2.7586206896551726,1.528620689655173
4200.0,5.0,-2.862068965517241,1.6320689655172416
4200.0,5.0,-2.9655172413793105,1.735517241379311
4200.0,5.0,-3.0689655172413794,1.83896551724138
4200.0,5.0,-3.1724137931034484,1.9424137931034489
4200.0,5.0,-3.2758620689655173,2.045862068965518
4200.0,5.0,-3.3793103448275863,2.1493103448275868
4200.0,5.0,-3.4827586206896552,2.2527586206896557
4200.0,5.0,-3.586206896551724,2.3562068965517247
4200.0,5.0,-3.689655172413793,2.4596551724137936
4200.0,5.0,-3.793103448275862,2.5631034482758626
4200.0,5.0,-3.896551724137931,2.6665517241379315
4200.0,5.0,-4.0,2.7700000000000005
