T,g,feh,cfe
4100.0,5.0,-1.0,0.3700000000000001
4100.0,5.0,-1.103448275862069,0.47344827586206906
4100.0,5.0,-1.206896551724138,0.576896551724138
4100.0,5.0,-1.3103448275862069,0.680344827586207
4100.0,5.0,-1.4137931034482758,0.7837931034482759
4100.0,5.0,-1.5172413793103448,0.8872413793103449
4100.0,5.0,-1.6206896551724137,0.9906896551724138
4100.0,5.0,-1.7241379310344827,1.0941379310344828
4100.0,5.0,-1.8275862068965516,1.1975862068965517
4100.0,5.0,-1.9310344827586206,1.3010344827586207
4100.0,5.0,-2.0344827586206895,1.4044827586206896
4100.0,5.0,-2.137931034482759,1.507931034482759
4100.0,5.0,-2.2413793103448274,1.6113793103448275
4100.0,5.0,-2.344827586206897,1.714827586206897
4100.0,5.0,-2.4482758620689653,1.8182758620689654
4100.0,5.0,-2.5517241379310347,1.9217241379310348
4100.0,5.0,-2.655172413793103,2.0251724137931033
4100.0,5.0,-2.7586206896551726,2.1286206896551727
4100.0,5.0,-2.862068965517241,2.232068965517241
4100.0,5.0,-2.9655172413793105,2.3355172413793106
4100.0,5.0,-3.0689655172413794,2.4389655172413796
4100.0,5.0,-3.1724137931034484,2.5424137931034485
4100.0,5.0,-3.2758620689655173,2.6458620689655175
4100.0,5.0,-3.3793103448275863,2.7493103448275864
4100.0,5.0,-3.4827586206896552,2.8527586206896554
4100.0,5.0,-3.586206896551724,2.9562068965517243
4100.0,5.0,-3.689655172413793,3.0596551724137933
4100.0,5.0,-3.793103448275862,3.163103448275862
4100.0,5.0,-3.896551724137931,3.266551724137931
4100.0,5.0,-4.0,3.37
