T,g,feh,cfe
4000.0,5.0,-1.0,-0.33000000000000007
4000.0,5.0,-1.103448275862069,-0.22655172413793112
4000.0,5.0,-1.206896551724138,-0.12310344827586217
4000.0,5.0,-1.3103448275862069,-0.01965517241379322
4000.0,5.0,-1.4137931034482758,0.08379310344827573
4000.0,5.0,-1.5172413793103448,0.18724137931034468
4000.0,5.0,-1.6206896551724137,0.29068965517241363
4000.0,5.0,-1.7241379310344827,0.3941379310344826
4000.0,5.0,-1.8275862068965516,0.49758620689655153
4000.0,5.0,-1.9310344827586206,0.6010344827586205
4000.0,5.0,-2.0344827586206895,0.7044827586206894
4000.0,5.0,-2.137931034482759,0.8079310344827588
4000.0,5.0,-2.2413793103448274,0.9113793103448273
4000.0,5.0,-2.344827586206897,1.0148275862068967
4000.0,5.0,-2.4482758620689653,1.1182758620689652
4000.0,5.0,-2.5517241379310347,1.2217241379310346
4000.0,5.0,-2.655172413793103,1.3251724137931031
4000.0,5.0,-2.7586206896551726,1.4286206896551725
4000.0,5.0,-2.862068965517241,1.532068965517241
4000.0,5.0,-2.9655172413793105,1.6355172413793104
4000.0,5.0,-3.0689655172413794,1.7389655172413794
4000.0,5.0,-3.1724137931034484,1.8424137931034483
4000.0,5.0,-3.2758620689655173,1.9458620689655173
4000.0,5.0,-3.3793103448275863,2.0493103448275862
4000.0,5.0,-3.4827586206896552,2.152758620689655
4000.0,5.0,-3.586206896551724,2.256206896551724
4000.0,5.0,-3.689655172413793,2.359655172413793
4000.0,5.0,-3.793103448275862,2.463103448275862
4000.0,5.0,-3.896551724137931,2.566551724137931
4000.0,5.0,-4.0,2.67
