T,g,feh,cfe
4500.0,0.5,-2.0,0.7700000000000005
4500.0,0.5,-2.0833333333333335,0.8533333333333339
4500.0,0.5,-2.1666666666666665,0.936666666666667
4500.0,0.5,-2.25,1.0200000000000005
4500.0,0.5,-2.3333333333333335,1.103333333333334
4500.0,0.5,-2.4166666666666665,1.186666666666667
4500.0,0.5,-2.5,1.2700000000000005
4500.0,0.5,-2.583333333333333,1.3533333333333335
4500.0,0.5,-2.6666666666666665,1.436666666666667
4500.0,0.5,-2.75,1.5200000000000005
4500.0,0.5,-2.833333333333333,1.6033333333333335
4500.0,0.5,-2.9166666666666665,1.686666666666667
4500.0,0.5,-3.0,1.7700000000000005
4500.0,0.5,-3.083333333333333,1.8533333333333335
4500.0,0.5,-3.1666666666666665,1.936666666666667
4500.0,0.5,-3.25,2.0200000000000005
4500.0,0.5,-3.333333333333333,2.1033333333333335
4500.0,0.5,-3.4166666666666665,2.186666666666667
4500.0,0.5,-3.5,2.2700000000000005
4500.0,0.5,-3.583333333333333,2.3533333333333335
4500.0,0.5,-3.6666666666666665,2.436666666666667
4500.0,0.5,-3.75,2.5200000000000005
4500.0,0.5,-3.833333333333333,2.6033333333333335
4500.0,0.5,-3.9166666666666665,2.686666666666667
4500.0,0.5,-4.0,2.7700000000000005
