4000.00,5.01,-3.5,1.07
4250.00,4.97,-3.5,1.07
4500.00,4.93,-3.5,1.07
4750.00,4.90,-3.5,1.07
5000.00,4.84,-3.5,1.07
5250.00,4.79,-3.5,1.07
5500.00,4.74,-3.5,1.07
