T,g,feh,cfe
4200.0,5.0,-1.0,0.47000000000000064
4200.0,5.0,-1.103448275862069,0.5734482758620696
4200.0,5.0,-1.206896551724138,0.6768965517241385
4200.0,5.0,-1.3103448275862069,0.7803448275862075
4200.0,5.0,-1.4137931034482758,0.8837931034482764
4200.0,5.0,-1.5172413793103448,0.9872413793103454
4200.0,5.0,-1.6206896551724137,1.0906896551724143
4200.0,5.0,-1.7241379310344827,1.1941379310344833
4200.0,5.0,-1.8275862068965516,1.2975862068965522
4200.0,5.0,-1.9310344827586206,1.4010344827586212
4200.0,5.0,-2.0344827586206895,1.5044827586206901
4200.0,5.0,-2.137931034482759,1.6079310344827595
4200.0,5.0,-2.2413793103448274,1.711379310344828
4200.0,5.0,-2.344827586206897,1.8148275862068974
4200.0,5.0,-2.4482758620689653,1.918275862068966
4200.0,5.0,-2.5517241379310347,2.0217241379310353
4200.0,5.0,-2.655172413793103,2.125172413793104
4200.0,5.0,-2.7586206896551726,2.2286206896551732
4200.0,5.0,-2.862068965517241,2.3320689655172417
4200.0,5.0,-2.9655172413793105,2.435517241379311
4200.0,5.0,-3.0689655172413794,2.53896551724138
4200.0,5.0,-3.1724137931034484,2.642413793103449
4200.0,5.0,-3.2758620689655173,2.745862068965518
4200.0,5.0,-3.3793103448275863,2.849310344827587
4200.0,5.0,-3.4827586206896552,2.952758620689656
4200.0,5.0,-3.586206896551724,3.056206896551725
4200.0,5.0,-3.689655172413793,3.159655172413794
4200.0,5.0,-3.793103448275862,3.2631034482758627
4200.0,5.0,-3.896551724137931,3.3665517241379317
4200.0,5.0,-4.0,3.4700000000000006
