wave,flux,norm
3000.0,746313.0,0.9698424473477069
3001.0,730205.0,0.9483078869879553
3002.0,717894.0,0.9317248035321943
3003.0,717538.0,0.930665086468515
3004.0,736040.0,0.9540464932624945
3005.0,753614.0,0.9761917353954316
3006.0,754839.0,0.9771404658340043
3007.0,744600.0,0.9632536608111641
3008.0,738330.0,0.9545124617857579
3009.0,744983.0,0.9624748710025812
3010.0,754185.0,0.9737139438765532
3011.0,756177.0,0.9756318097808716
3012.0,754018.0,0.9721913056918282
3013.0,758870.0,0.9777852726983977
3014.0,766530.0,0.9869835698121138
3015.0,768460.0,0.9887927601034712
3016.0,765367.0,0.9841370676054135
3017.0,759142.0,0.9754597117810313
3018.0,752435.0,0.9661718858738283
3019.0,741413.0,0.9513566053059446
3020.0,719203.0,0.9222125411024427
3021.0,713983.0,0.9148764958892253
3022.0,741274.0,0.94917681052314
3023.0,761065.0,0.9738286701540299
3024.0,761200.0,0.9733090391734232
3025.0,755805.0,0.9657209191402314
3026.0,754875.0,0.9638413790078867
3027.0,765130.0,0.9762322724320442
3028.0,775523.0,0.9887779914850383
3029.0,778569.0,0.9919417801686273
3030.0,777848.0,0.9903018338110113
3031.0,777325.0,0.9889129498926296
3032.0,779232.0,0.9906120864378462
3033.0,782999.0,0.9946683757873943
3034.0,785719.0,0.997386478363739
3035.0,786156.0,0.9972015501153816
3036.0,778790.0,0.98712341873928
3037.0,763939.0,0.9675770281482937
3038.0,762489.0,0.9650173970078236
3039.0,776695.0,0.9822582631473499
3040.0,783940.0,0.9906735556953822
3041.0,782385.0,0.987960956963951
3042.0,782256.0,0.9870488816703419
3043.0,786985.0,0.9922604654390996
3044.0,791675.0,0.9974121120195146
3045.0,793039.0,0.9983658980108975
3046.0,789203.0,0.9927740830065851
3047.0,779638.0,0.9799868606352886
3048.0,778154.0,0.9773664160732715
3049.0,785850.0,0.9862685516849695
3050.0,785181.0,0.9846640004058305
3051.0,783385.0,0.981647069407162
3052.0,790234.0,0.9894566828203687
3053.0,792092.0,0.9910071197164743
3054.0,786928.0,0.9837740291449263
3055.0,786416.0,0.9823608609878985
3056.0,784078.0,0.9786682412734452
3057.0,770847.0,0.9613933301168688
3058.0,763260.0,0.9511769133893824
3059.0,771019.0,0.9600833960653171
3060.0,787289.0,0.9795629662879051
3061.0,800948.0,0.9957630778630326
3062.0,805953.0,1.0011846409611334
3063.0,805470.0,0.999783237311472
3064.0,800712.0,0.9930797014871966
3065.0,789680.0,0.9786096045546766
3066.0,774593.0,0.959139470897955
3067.0,774966.0,0.9588264641501448
3068.0,792692.0,0.9799644598574492
3069.0,807004.0,0.9968489539479484
3070.0,810357.0,1.0001778295601242
3071.0,802965.0,0.9902480022959698
3072.0,790242.0,0.9737632108597827
3073.0,787845.0,0.9700169369976215
3074.0,792123.0,0.9744865161219816
3075.0,788979.0,0.9698235830902749
3076.0,793350.0,0.9743963115123905
3077.0,802930.0,0.9853520709156588
3078.0,800707.0,0.9818152318270134
3079.0,800233.0,0.9804251621900332
3080.0,807990.0,0.9891116160882232
3081.0,811219.0,0.9922434491539546
3082.0,810609.0,0.9906764873124662
3083.0,811451.0,0.9908833987770905
3084.0,814602.0,0.9939054351994011
3085.0,816729.0,0.9956723486405604
3086.0,807227.0,0.9832695113748778
3087.0,785717.0,0.9562710903886413
3088.0,772647.0,0.9395795482644373
3089.0,778702.0,0.9461518920781158
3090.0,786226.0,0.9544951145888214
3091.0,782964.0,0.9497393827373346
3092.0,772582.0,0.9363607575158318
3093.0,769478.0,0.9318165608060568
3094.0,782698.0,0.9470298861121553
3095.0,793882.0,0.9597548506293014
3096.0,789876.0,0.9541086819416028
3097.0,784739.0,0.947105624998345
3098.0,788048.0,0.9502979506543892
3099.0,785796.0,0.9467832849976086
3100.0,771752.0,0.9290773980885312
3101.0,765854.0,0.9211984689648727
3102.0,775013.0,0.9314274671278686
3103.0,795049.0,0.9546991403839385
3104.0,805988.0,0.9670157715506992
3105.0,806938.0,0.967335819035061
3106.0,807784.0,0.9675295884446108
3107.0,810530.0,0.9699956956485416
3108.0,817199.0,0.9771473390833016
3109.0,815894.0,0.9747591072461697
3110.0,813645.0,0.9712469977953191
3111.0,813005.0,0.9696588306613332
3112.0,814954.0,0.9711575754270667
3113.0,819536.0,0.9757877791054421
3114.0,815933.0,0.9706718776492422
3115.0,817849.0,0.9721237984789604
3116.0,818247.0,0.9717695111042383
3117.0,809101.0,0.9600898887149271
3118.0,800365.0,0.948915366644349
3119.0,779119.0,0.9229397540832325
3120.0,767737.0,0.908682449237313
3121.0,781308.0,0.9239575244048928
3122.0,792914.0,0.9368840702713633
3123.0,802630.0,0.9475566155612029
3124.0,802790.0,0.9469384105378291
3125.0,795223.0,0.9372138769565749
3126.0,802373.0,0.9448352616586212
3127.0,807466.0,0.9500228722417025
3128.0,807580.0,0.9493479858982473
3129.0,812513.0,0.9543337894283658
3130.0,807173.0,0.9472546942700693
3131.0,803747.0,0.9424313531636422
3132.0,807673.0,0.946228928981667
3133.0,806324.0,0.9438448791781815
3134.0,808734.0,0.9458607740537569
3135.0,820212.0,0.9584693171333163
3136.0,826461.0,0.9649507744558344
3137.0,832568.0,0.9712551510740363
3138.0,840551.0,0.9797350673764769
3139.0,843551.0,0.9823970266987092
3140.0,847791.0,0.9864969929727292
3141.0,843231.0,0.9803586063128495
3142.0,790748.0,0.918561248534474
3143.0,641071.0,0.7440599933907074
3144.0,516423.0,0.5988794394060873
3145.0,585911.0,0.6788873119765717
3146.0,724399.0,0.8386414339071331
3147.0,791912.0,0.9160265459143957
3148.0,812675.0,0.9392494235187572
3149.0,827248.0,0.9552849031011078
3150.0,839901.0,0.9690779182286031
3151.0,846958.0,0.9763963655029598
3152.0,842850.0,0.9708419422179758
3153.0,837911.0,0.9643404412050025
3154.0,838820.0,0.9645745810685641
3155.0,817327.0,0.9390695079168923
3156.0,756489.0,0.8684397350814436
3157.0,682867.0,0.783264960216398
3158.0,651552.0,0.7467195080924147
3159.0,675977.0,0.7740633849368266
3160.0,712872.0,0.815629095944462
3161.0,729672.0,0.8341530633339446
3162.0,745666.0,0.8517255991064597
3163.0,768177.0,0.8767067228972948
3164.0,784724.0,0.8948454741502923
3165.0,801673.0,0.9134122809374513
3166.0,805647.0,0.917177257315972
3167.0,798530.0,0.9083203359813182
3168.0,794062.0,0.9024890998216019
3169.0,793501.0,0.9011046370240472
3170.0,808863.0,0.9177900865650673
3171.0,827969.0,0.9386929954331348
3172.0,835358.0,0.9462888335426765
3173.0,840069.0,0.950841430682627
3174.0,840436.0,0.9504742010334071
3175.0,842635.0,0.9521781838349288
3176.0,846515.0,0.9557778128691774
3177.0,846338.0,0.9547951366815063
3178.0,844729.0,0.9522003963737272
3179.0,828259.0,0.932872410251574
3180.0,814026.0,0.9160939963766238
3181.0,809438.0,0.9101889895673398
3182.0,802621.0,0.9017897549804366
3183.0,811812.0,0.9113760380148733
3184.0,822408.0,0.9225234317356201
3185.0,819506.0,0.9185245027569633
3186.0,825011.0,0.9239478814335875
3187.0,828518.0,0.9271273986333379
3188.0,829708.0,0.9277118257063917
3189.0,835518.0,0.9334576024212005
3190.0,829475.0,0.9259631243841725
3191.0,820472.0,0.9151797466019715
3192.0,822016.0,0.9161694413463038
3193.0,831234.0,0.9257045187130907
3194.0,835675.0,0.9299095672314043
3195.0,838727.0,0.9325643873987742
3196.0,847885.0,0.9419996388995756
3197.0,846598.0,0.9398256561864147
3198.0,852784.0,0.9459454176957183
3199.0,866838.0,0.9607771406671681
3200.0,863460.0,0.9562806057935982
3201.0,860674.0,0.9524472655499276
3202.0,863673.0,0.9550177979122719
3203.0,863107.0,0.9536463952942823
3204.0,862034.0,0.9517184543295375
3205.0,865277.0,0.9545559256850228
3206.0,875637.0,0.9652353400547615
3207.0,875275.0,0.9640893890152741
3208.0,869705.0,0.9572143484059079
3209.0,878464.0,0.9661097154767054
3210.0,881692.0,0.9689144458741933
3211.0,875785.0,0.9616851128772191
3212.0,874094.0,0.959094074385971
3213.0,871506.0,0.9555247805747303
3214.0,872480.0,0.9558646318232288
3215.0,879390.0,0.9627036458144894
3216.0,879673.0,0.9622842740541451
3217.0,874636.0,0.9560516741935704
3218.0,877502.0,0.9584619808515621
3219.0,885145.0,0.9660838651738015
3220.0,892857.0,0.9737709898876147
3221.0,896234.0,0.9767237462386814
3222.0,888824.0,0.9679265650522056
3223.0,885218.0,0.9632834194087226
3224.0,893668.0,0.9717581303724532
3225.0,899552.0,0.9774336777484525
3226.0,898806.0,0.9759037078920516
3227.0,890625.0,0.9663107369805893
3228.0,880991.0,0.9551580927205062
3229.0,880940.0,0.9544055063391114
