T,g,feh,cfe
4100.0,5.0,-1.0,-0.9299999999999997
4100.0,5.0,-1.103448275862069,-0.8265517241379308
4100.0,5.0,-1.206896551724138,-0.7231034482758618
4100.0,5.0,-1.3103448275862069,-0.6196551724137929
4100.0,5.0,-1.4137931034482758,-0.5162068965517239
4100.0,5.0,-1.5172413793103448,-0.41275862068965496
4100.0,5.0,-1.6206896551724137,-0.309310344827586
4100.0,5.0,-1.7241379310344827,-0.20586206896551706
4100.0,5.0,-1.8275862068965516,-0.10241379310344811
4100.0,5.0,-1.9310344827586206,0.001034482758620836
4100.0,5.0,-2.0344827586206895,0.10448275862068979
4100.0,5.0,-2.137931034482759,0.20793103448275918
4100.0,5.0,-2.2413793103448274,0.3113793103448277
4100.0,5.0,-2.344827586206897,0.4148275862068971
4100.0,5.0,-2.4482758620689653,0.5182758620689656
4100.0,5.0,-2.5517241379310347,0.621724137931035
4100.0,5.0,-2.655172413793103,0.7251724137931035
4100.0,5.0,-2.7586206896551726,0.8286206896551729
4100.0,5.0,-2.862068965517241,0.9320689655172414
4100.0,5.0,-2.9655172413793105,1.0355172413793108
4100.0,5.0,-3.0689655172413794,1.1389655172413797
4100.0,5.0,-3.1724137931034484,1.2424137931034487
4100.0,5.0,-3.2758620689655173,1.3458620689655176
4100.0,5.0,-3.3793103448275863,1.4493103448275866
4100.0,5.0,-3.4827586206896552,1.5527586206896555
4100.0,5.0,-3.586206896551724,1.6562068965517245
4100.0,5.0,-3.689655172413793,1.7596551724137934
4100.0,5.0,-3.793103448275862,1.8631034482758624
4100.0,5.0,-3.896551724137931,1.9665517241379313
4100.0,5.0,-4.0,2.0700000000000003
