T,g,feh,cfe
4000.0,0.0,-3.5,2.37
4052.6315789473683,0.0,-3.5,2.37
4105.263157894737,0.0,-3.5,2.37
4157.894736842105,0.0,-3.5,2.37
4210.526315789473,0.0,-3.5,2.37
4263.157894736842,0.0,-3.5,2.37
4315.789473684211,0.1086481994459838,-3.5,2.37
4368.421052631579,0.25332963988919666,-3.5,2.37
4421.0526315789475,0.3978891966759015,-3.5,2.37
4473.684210526316,0.542326869806093,-3.5,2.37
4526.315789473684,0.6866426592797783,-3.5,2.37
4578.9473684210525,0.830836565096952,-3.5,2.37
4631.578947368421,0.974908587257616,-3.5,2.37
4684.210526315789,1.118858725761772,-3.5,2.37
4736.8421052631575,1.2626869806094163,-3.5,2.37
4789.473684210527,1.4063933518005562,-3.5,2.37
4842.105263157895,1.5499778393351793,-3.5,2.37
4894.736842105263,1.6934404432132961,-3.5,2.37
4947.368421052632,1.8367811634349014,-3.5,2.37
5000.0,1.9799999999999986,-3.5,2.37
