T,g,feh,cfe
4000.0,0.0,-1.5,1.07
4052.6315789473683,0.0,-1.5,1.07
4105.263157894737,0.0,-1.5,1.07
4157.894736842105,0.0,-1.5,1.07
4210.526315789473,0.0,-1.5,1.07
4263.157894736842,0.0,-1.5,1.07
4315.789473684211,0.1086481994459838,-1.5,1.07
4368.421052631579,0.25332963988919666,-1.5,1.07
4421.0526315789475,0.3978891966759015,-1.5,1.07
4473.684210526316,0.542326869806093,-1.5,1.07
4526.315789473684,0.6866426592797783,-1.5,1.07
4578.9473684210525,0.830836565096952,-1.5,1.07
4631.578947368421,0.974908587257616,-1.5,1.07
4684.210526315789,1.118858725761772,-1.5,1.07
4736.8421052631575,1.2626869806094163,-1.5,1.07
4789.473684210527,1.4063933518005562,-1.5,1.07
4842.105263157895,1.5499778393351793,-1.5,1.07
4894.736842105263,1.6934404432132961,-1.5,1.07
4947.368421052632,1.8367811634349014,-1.5,1.07
5000.0,1.9799999999999986,-1.5,1.07
