T,g,feh,cfe
4400.0,0.4,-2.0,0.8700000000000001
4400.0,0.4,-2.0833333333333335,0.9533333333333336
4400.0,0.4,-2.1666666666666665,1.0366666666666666
4400.0,0.4,-2.25,1.12
4400.0,0.4,-2.3333333333333335,1.2033333333333336
4400.0,0.4,-2.4166666666666665,1.2866666666666666
4400.0,0.4,-2.5,1.37
4400.0,0.4,-2.583333333333333,1.4533333333333331
4400.0,0.4,-2.6666666666666665,1.5366666666666666
4400.0,0.4,-2.75,1.62
4400.0,0.4,-2.833333333333333,1.7033333333333331
4400.0,0.4,-2.9166666666666665,1.7866666666666666
4400.0,0.4,-3.0,1.87
4400.0,0.4,-3.083333333333333,1.9533333333333331
4400.0,0.4,-3.1666666666666665,2.0366666666666666
4400.0,0.4,-3.25,2.12
4400.0,0.4,-3.333333333333333,2.203333333333333
4400.0,0.4,-3.4166666666666665,2.2866666666666666
4400.0,0.4,-3.5,2.37
4400.0,0.4,-3.583333333333333,2.453333333333333
4400.0,0.4,-3.6666666666666665,2.5366666666666666
4400.0,0.4,-3.75,2.62
4400.0,0.4,-3.833333333333333,2.703333333333333
4400.0,0.4,-3.9166666666666665,2.7866666666666666
4400.0,0.4,-4.0,2.87
