T,g,feh,cfe
4400.0,5.0,-1.0,-0.5299999999999994
4400.0,5.0,-1.103448275862069,-0.4265517241379304
4400.0,5.0,-1.206896551724138,-0.32310344827586146
4400.0,5.0,-1.3103448275862069,-0.2196551724137925
4400.0,5.0,-1.4137931034482758,-0.11620689655172356
4400.0,5.0,-1.5172413793103448,-0.01275862068965461
4400.0,5.0,-1.6206896551724137,0.09068965517241434
4400.0,5.0,-1.7241379310344827,0.1941379310344833
4400.0,5.0,-1.8275862068965516,0.29758620689655224
4400.0,5.0,-1.9310344827586206,0.4010344827586212
4400.0,5.0,-2.0344827586206895,0.5044827586206901
4400.0,5.0,-2.137931034482759,0.6079310344827595
4400.0,5.0,-2.2413793103448274,0.711379310344828
4400.0,5.0,-2.344827586206897,0.8148275862068974
4400.0,5.0,-2.4482758620689653,0.9182758620689659
4400.0,5.0,-2.5517241379310347,1.0217241379310353
4400.0,5.0,-2.655172413793103,1.1251724137931038
4400.0,5.0,-2.7586206896551726,1.2286206896551732
4400.0,5.0,-2.862068965517241,1.3320689655172417
4400.0,5.0,-2.9655172413793105,1.4355172413793111
4400.0,5.0,-3.0689655172413794,1.53896551724138
4400.0,5.0,-3.1724137931034484,1.642413793103449
4400.0,5.0,-3.2758620689655173,1.745862068965518
4400.0,5.0,-3.3793103448275863,1.849310344827587
4400.0,5.0,-3.4827586206896552,1.9527586206896559
4400.0,5.0,-3.586206896551724,2.056206896551725
4400.0,5.0,-3.689655172413793,2.159655172413794
4400.0,5.0,-3.793103448275862,2.2631034482758627
4400.0,5.0,-3.896551724137931,2.3665517241379317
4400.0,5.0,-4.0,2.4700000000000006
