T,g,feh,cfe
4100.0,5.0,-1.0,0.16999999999999993
4100.0,5.0,-1.103448275862069,0.2734482758620689
4100.0,5.0,-1.206896551724138,0.37689655172413783
4100.0,5.0,-1.3103448275862069,0.4803448275862068
4100.0,5.0,-1.4137931034482758,0.5837931034482757
4100.0,5.0,-1.5172413793103448,0.6872413793103447
4100.0,5.0,-1.6206896551724137,0.7906896551724136
4100.0,5.0,-1.7241379310344827,0.8941379310344826
4100.0,5.0,-1.8275862068965516,0.9975862068965515
4100.0,5.0,-1.9310344827586206,1.1010344827586205
4100.0,5.0,-2.0344827586206895,1.2044827586206894
4100.0,5.0,-2.137931034482759,1.3079310344827588
4100.0,5.0,-2.2413793103448274,1.4113793103448273
4100.0,5.0,-2.344827586206897,1.5148275862068967
4100.0,5.0,-2.4482758620689653,1.6182758620689652
4100.0,5.0,-2.5517241379310347,1.7217241379310346
4100.0,5.0,-2.655172413793103,1.8251724137931031
4100.0,5.0,-2.7586206896551726,1.9286206896551725
4100.0,5.0,-2.862068965517241,2.032068965517241
4100.0,5.0,-2.9655172413793105,2.1355172413793104
4100.0,5.0,-3.0689655172413794,2.2389655172413794
4100.0,5.0,-3.1724137931034484,2.3424137931034483
4100.0,5.0,-3.2758620689655173,2.4458620689655173
4100.0,5.0,-3.3793103448275863,2.5493103448275862
4100.0,5.0,-3.4827586206896552,2.652758620689655
4100.0,5.0,-3.586206896551724,2.756206896551724
4100.0,5.0,-3.689655172413793,2.859655172413793
4100.0,5.0,-3.793103448275862,2.963103448275862
4100.0,5.0,-3.896551724137931,3.066551724137931
4100.0,5.0,-4.0,3.17
