T,g,feh,cfe
4400.0,5.0,-1.0,-0.6299999999999999
4400.0,5.0,-1.103448275862069,-0.5265517241379309
4400.0,5.0,-1.206896551724138,-0.423103448275862
4400.0,5.0,-1.3103448275862069,-0.31965517241379304
4400.0,5.0,-1.4137931034482758,-0.2162068965517241
4400.0,5.0,-1.5172413793103448,-0.11275862068965514
4400.0,5.0,-1.6206896551724137,-0.009310344827586192
4400.0,5.0,-1.7241379310344827,0.09413793103448276
4400.0,5.0,-1.8275862068965516,0.1975862068965517
4400.0,5.0,-1.9310344827586206,0.30103448275862066
4400.0,5.0,-2.0344827586206895,0.4044827586206896
4400.0,5.0,-2.137931034482759,0.507931034482759
4400.0,5.0,-2.2413793103448274,0.6113793103448275
4400.0,5.0,-2.344827586206897,0.7148275862068969
4400.0,5.0,-2.4482758620689653,0.8182758620689654
4400.0,5.0,-2.5517241379310347,0.9217241379310348
4400.0,5.0,-2.655172413793103,1.0251724137931033
4400.0,5.0,-2.7586206896551726,1.1286206896551727
4400.0,5.0,-2.862068965517241,1.2320689655172412
4400.0,5.0,-2.9655172413793105,1.3355172413793106
4400.0,5.0,-3.0689655172413794,1.4389655172413796
4400.0,5.0,-3.1724137931034484,1.5424137931034485
4400.0,5.0,-3.2758620689655173,1.6458620689655175
4400.0,5.0,-3.3793103448275863,1.7493103448275864
4400.0,5.0,-3.4827586206896552,1.8527586206896554
4400.0,5.0,-3.586206896551724,1.9562068965517243
4400.0,5.0,-3.689655172413793,2.0596551724137933
4400.0,5.0,-3.793103448275862,2.163103448275862
4400.0,5.0,-3.896551724137931,2.266551724137931
4400.0,5.0,-4.0,2.37
