flux,norm,wave
55856.43520135997,0.9858945065091307,3000.0
42615.04480088875,0.749650300048729,3001.0
37241.94781856957,0.6529839258868092,3002.0
38739.42132742248,0.677068405022639,3003.0
46770.150762473444,0.8148763064218003,3004.0
52911.412913639884,0.9190712610066765,3005.0
50745.544147979206,0.8788348863162048,3006.0
45461.597753663664,0.7850467265728245,3007.0
43278.06046569132,0.7452314817808073,3008.0
46968.9299326136,0.8065607669318495,3009.0
54019.467144395196,0.9251442808648443,3010.0
57170.75502167457,0.9765508687318871,3011.0
53474.97189693626,0.9110907101225122,3012.0
50084.79984737914,0.8512061890493156,3013.0
50463.832432934236,0.855566635496254,3014.0
51061.44074171081,0.8636500590270361,3015.0
49915.55007007479,0.8423206450679672,3016.0
46718.08958859434,0.7865902840563991,3017.0
42342.7336591945,0.711358898044596,3018.0
36019.368651559584,0.6038320836227502,3019.0
27915.251949824644,0.4669980727460967,3020.0
27756.673519705488,0.46340107674145464,3021.0
40649.19730079699,0.6772978988656285,3022.0
52807.34670745802,0.8781762755229362,3023.0
53566.81532289039,0.889126737859574,3024.0
47554.89842307591,0.7878869646055412,3025.0
46279.35517207405,0.7653789820915572,3026.0
53258.94907874419,0.8792686908681275,3027.0
58616.19685398277,0.9660622148344548,3028.0
57365.96221264079,0.9438832957493053,3029.0
52517.700091121726,0.8627080575615327,3030.0
50009.9213695829,0.8202108541529723,3031.0
53480.60275736998,0.8757766044710984,3032.0
58457.64296553238,0.9558330662934442,3033.0
61330.02894692016,1.0013204956253177,3034.0
63872.88847829418,1.0413354363197076,3035.0
59718.587737651396,0.9722372044231801,3036.0
49374.342933823136,0.8027246693287144,3037.0
47837.60646361984,0.7766954356161943,3038.0
54546.18326461615,0.8844528175381846,3039.0
55977.85539001633,0.9065004373019286,3040.0
51831.04564733414,0.8382917100166469,3041.0
49798.349513210254,0.8044241167972681,3042.0
52672.432774841815,0.8498249050085325,3043.0
56914.235546538395,0.9171776411633026,3044.0
60987.14139680668,0.9816741613286093,3045.0
60568.469451774494,0.9738269609624118,3046.0
53098.75949072246,0.8527756534778116,3047.0
50349.301181219715,0.8077328218147923,3048.0
56066.77613081458,0.8984872332883376,3049.0
60087.78288997777,0.9619051761734272,3050.0
62246.796623779075,0.9954285603548113,3051.0
64128.13317569803,1.0244611433667385,3052.0
59595.78113711218,0.9510920465563703,3053.0
54196.2852433473,0.8640573647357102,3054.0
55434.900134119714,0.8829330616344325,3055.0
55197.863809872855,0.8783006701700997,3056.0
47949.36258355653,0.7622277344293197,3057.0
41889.09836304021,0.6652547304018143,3058.0
42683.30772053341,0.6772261453810672,3059.0
49598.74201489762,0.7862093373823088,3060.0
57609.404064099064,0.9123375734415083,3061.0
60427.44709428576,0.9560781288770003,3062.0
55377.67664101841,0.8753721063202804,3063.0
47059.77828991878,0.743204151315188,3064.0
43931.8824053511,0.6931693423933345,3065.0
41960.31737421141,0.6614547745842633,3066.0
39711.66291773477,0.6254339668507626,3067.0
43193.135148315734,0.679641405412347,3068.0
51100.56569486537,0.8033259624308116,3069.0
56714.86059102952,0.8907643232844015,3070.0
56378.508746305175,0.8846628931712925,3071.0
52419.293598373566,0.8217726443520799,3072.0
53154.555031482196,0.8325203865470093,3073.0
56045.96503247825,0.8769801852378084,3074.0
53943.65899559622,0.8432835252138766,3075.0
54974.19340088691,0.85857095916905,3076.0
57749.69901692474,0.9010462450270849,3077.0
54948.50844532417,0.8565028086605814,3078.0
53829.03179715153,0.8382239523238224,3079.0
56793.11985472835,0.8834958578038427,3080.0
58550.126994222024,0.9099052994077662,3081.0
58852.88475518915,0.913670353719292,3082.0
59443.99568655947,0.9218848031012007,3083.0
62489.14722586718,0.9680843509260826,3084.0
65948.84426564674,1.0205831333943312,3085.0
61181.52546584067,0.9457717822596463,3086.0
49766.950295958464,0.7684644731928543,3087.0
44153.099185288964,0.6810078880821594,3088.0
45197.27830052844,0.696309775423737,3089.0
46504.60197981229,0.7156094844024754,3090.0
47359.79981622523,0.7278975577868575,3091.0
46365.1272995148,0.7117410682183792,3092.0
44534.38035391575,0.6827876921356397,3093.0
46832.18877149283,0.7171063750648778,3094.0
51068.654393167,0.7809642999690743,3095.0
51748.96559901201,0.7903227567189957,3096.0
50614.22985991618,0.7719506424673113,3097.0
48578.83622321909,0.7398876254303366,3098.0
42302.62178643215,0.6433910382173377,3099.0
36594.16288976753,0.5557705793201614,3100.0
37230.1294115691,0.5646000154001088,3101.0
43316.24906278837,0.655912674427415,3102.0
53147.82400727037,0.8035546105421785,3103.0
59899.27360921112,0.9042150558871428,3104.0
58732.82627582489,0.8851900959105897,3105.0
56917.30369840527,0.8564268851952075,3106.0
60893.62998420388,0.9147295123297463,3107.0
67703.40542063287,1.0152906561332131,3108.0
68759.67671083992,1.029334711883372,3109.0
64081.596528103495,0.9575965651055152,3110.0
62712.834199326906,0.9354387967520359,3111.0
66054.96555452277,0.9834607452244375,3112.0
67436.06152342835,1.0021182594531055,3113.0
65179.06762671992,0.96670161343575,3114.0
67465.98017586661,0.9986393220592117,3115.0
68182.17200734638,1.0072004269392871,3116.0
59889.55827225462,0.8828744269703094,3117.0
53625.96609861961,0.7888735874994233,3118.0
51479.90044771474,0.7556773781543579,3119.0
48791.363080149786,0.7146450121348334,3120.0
45956.596082969394,0.6716244477721487,3121.0
46337.625191420106,0.675657270509814,3122.0
53136.207286621015,0.7730015501634724,3123.0
58606.571685771814,0.8505828643481889,3124.0
56713.263581948224,0.8211435749536234,3125.0
54363.15459145703,0.785212460238636,3126.0
